# gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2017-03-12,False,1.0,0.987632001748,0.803221306689,0.589206003986,0.401737091759,0.241125213558,0.149953842962,True,222,Villanova,95.18,East,1
mens,2017-03-12,False,1.0,0.976795630681,0.840203278311,0.595332929001,0.414664016514,0.229399633456,0.13847996946,True,2250,Gonzaga,93.71,West,1
mens,2017-03-12,False,1.0,0.979612036046,0.80557280142,0.556596438875,0.380299150087,0.212211901047,0.103890499091,True,2305,Kansas,92.18,Midwest,1
mens,2017-03-12,False,1.0,0.966806378802,0.68192340728,0.474828915467,0.302249842676,0.168237626264,0.081807350751,True,96,Kentucky,92.28,South,2
mens,2017-03-12,False,1.0,0.979275339496,0.798724712655,0.579841979626,0.298548915726,0.154792229795,0.069972957665,True,153,North Carolina,91.74,South,1
mens,2017-03-12,False,1.0,0.966903494344,0.77986968716,0.510116107073,0.236574933872,0.12211405819,0.066660797638,True,150,Duke,92.26,East,2
mens,2017-03-12,False,1.0,0.973818118503,0.668185522471,0.465179386547,0.216097350359,0.110822048062,0.049736747758,True,97,Louisville,90.8,Midwest,2
mens,2017-03-12,False,1.0,0.952501634965,0.568275077644,0.392453361664,0.161012216087,0.079675081501,0.043955030744,True,12,Arizona,88.99,West,2
